ID,ride_time,ride_lat,ride_lon,alight_lat,alight_lon,dispatch_time,type
161,403,37.53257037773545,126.9950366244338,37.653892957812005,127.05876567196596,0,1
162,403,37.499250037808515,127.05314597162294,37.60759851758253,126.90951767195655,0,1
163,408,37.54681720108563,126.81899829857969,37.5252648176021,126.8502852624916,0,1
164,409,37.55240903913159,127.14175163216761,37.536511327953754,127.1416045520596,0,1
165,409,37.586883717524046,126.94129971194064,37.64389121224478,126.92891471658594,0,1
166,409,37.577877045711894,127.01540013076145,37.57683771761048,127.00472189191507,0,0
167,411,37.542963277079785,127.10084376234087,37.53049409772987,127.11299017177076,0,1
168,411,37.62682665747873,126.92361098191027,37.58864913718812,126.94671620324645,0,1
169,411,37.536461178700506,126.8511001532871,37.51760177810795,126.9369210078646,0,0
170,411,37.46260877780406,126.9159383120254,37.49621059755742,126.92717039163658,0,1
171,413,37.60344245767694,127.07840585199982,37.582601721120476,127.02909346039536,0,1
172,413,37.533947847532474,126.85787030157807,37.498731807626676,126.83026503140906,0,1
173,413,37.55125082507123,127.02054114357819,37.56772226036711,127.03670308266226,0,1
174,413,37.53444455747413,126.8617244318465,37.50394453749766,126.82908021152116,0,1
175,414,37.58894862351785,127.01668410478612,37.56238610751609,126.92832063187073,0,0
176,414,37.63260976590531,126.92210866962674,37.58899379215072,126.94108080963674,0,1
177,414,37.53067898767444,127.03652260153294,37.46747791222197,127.07379666954554,0,1
178,414,37.54179906248822,126.82858216563305,37.619440976889685,126.88258157749021,0,1
179,415,37.55654898980474,127.17320047906371,37.53937075873752,127.14429588257363,0,1
180,415,37.663093817627406,127.07357221189248,37.63976458810159,127.07033490275533,0,1
181,416,37.646974235672616,127.03162417064556,37.61478211801503,127.00006466068209,0,1
182,416,37.56365430769934,127.078360631974,37.51054763767314,127.05576947181139,0,0
183,416,37.660816367701365,127.03812413213423,37.532216222434855,127.14028377965708,0,1
184,417,37.645014898743874,127.02734016970277,37.611356157603005,127.006563312048,0,0
185,417,37.60202790762391,127.026028331906,37.65466268082858,127.07459855346603,0,0
186,417,37.53778518862674,127.13273032705736,37.58016316763275,127.00388897192099,0,1
187,417,37.61964443489924,127.0202351241785,37.62647075758185,127.03270518217346,0,1
188,417,37.62017191755722,127.01557117196819,37.62692220776444,127.03718893155005,0,0
189,417,37.52635485775185,127.03464271189004,37.44633521759041,127.08242555034943,0,1
190,418,37.551497448816775,127.02153562622847,37.5686695577817,127.03459403163518,0,1
191,418,37.51382372597502,126.8578663460527,37.470516387479115,126.80053089145761,0,0
192,418,37.553824877651984,126.93152299211211,37.5595008175293,126.94809087183792,0,1
193,418,37.51120983799522,126.9351910816504,37.47954132285429,127.00673122130728,0,0
194,419,37.61698699889173,127.01821232774503,37.63458927760276,127.03273999205804,0,1
195,419,37.64120693747203,127.01841965582528,37.5791271178132,127.00458973191282,0,1
196,419,37.53480440760842,126.85917013141477,37.49376759755382,126.81595523119883,0,1
197,419,37.66213798846373,127.07877413305738,37.65576297904077,127.06090549788502,0,1
198,419,37.63231182806578,127.04253826597194,37.59390182706811,127.05255302497491,0,1
199,420,37.584542357524356,126.9511794918881,37.54548076360205,126.94486782547554,0,0
200,420,37.614383626734615,127.03119518459118,37.68878845753989,127.04523779218323,0,1
201,420,37.628942112345214,127.01798627672336,37.479652664908045,126.95538740677395,0,1
202,420,37.494278248735654,127.1475306759396,37.49416857792041,127.1455250308489,0,0
203,420,37.48636080816811,126.97710868303639,37.58531081468333,126.97830363082029,0,1
204,420,37.490175229484876,127.14342399933037,37.49287089502654,127.1517160719083,0,0
205,420,37.45555215112545,126.92088537177375,37.48240356136078,126.88914575331539,0,1
206,420,37.55775596752871,126.9042431917827,37.55717646643413,126.92904433015374,0,1
207,420,37.62103567780394,127.09473493261395,37.609195317773384,127.08068843198173,0,1
208,420,37.60631761126898,126.95812907280333,37.56656479241201,126.92322701193216,0,1
209,420,37.67188581750679,127.05891302378771,37.67381590755306,127.05059333212802,0,1
210,420,37.49963263755216,126.92662329167608,37.57936090753781,126.8946012916235,0,1
211,420,37.501948061225136,126.92484458984505,37.57433821027161,126.88668721540192,0,0
212,420,37.589336437561684,127.00185986194545,37.530714247747284,126.91822914130461,0,0
213,420,37.63417554226361,127.08023205725249,37.57297070782811,127.06792783104834,0,1
214,420,37.62692220776444,127.03718893155005,37.63768700153766,127.07686647221179,0,1
215,420,37.515758337475766,126.83076050171489,37.536421100532955,126.87130188806186,0,1
216,420,37.62106915796407,127.02943933170606,37.617278468631866,127.10910300306409,0,1
217,420,37.477061497666384,126.89864606907571,37.471939760748114,126.86560070084917,0,0
218,420,37.66060609973184,127.01472694233209,37.65639065755473,127.01805871237765,0,1
219,420,37.648350459958266,127.0121070643384,37.65526990754207,127.01721473209204,0,1
220,420,37.64842671753028,127.01165210210488,37.65781680570994,127.01516828220325,0,1
221,420,37.64588013764393,127.01464915199978,37.65553415311412,127.01667086158832,0,1
222,420,37.64648203094174,127.00690009747888,37.65482191522927,127.05909357083381,0,1
223,420,37.61316994044424,127.03273937309011,37.55716618595804,126.98053525525185,0,1
224,420,37.45900669776969,126.90065879154828,37.48365423774566,127.07830097207878,0,1
225,420,37.60284545761443,127.02503199203099,37.64080643755645,127.03222559205678,0,1
226,420,37.631710357581355,127.02033357228893,37.627983575750896,127.01807559725681,0,1
227,420,37.634145916178916,127.02325494630729,37.62366158041388,127.01322263136026,0,1
228,420,37.62663825757956,127.0122379820337,37.62530329835113,127.01184144375202,0,0
229,420,37.56122155249856,127.03719333641901,37.57027657820888,127.07044960926906,0,1
230,420,37.48549238764282,126.97315606184537,37.580446207658184,126.96465758185865,0,1
231,420,37.56525831871899,127.06393013373642,37.570911937283206,126.90561781535389,0,0
232,420,37.54151427743742,126.83238191179335,37.6428979574901,126.8845772219331,0,1
233,420,37.634444579517066,127.03368949563313,37.52784597752627,126.90359531161526,0,1
234,420,37.63226038689901,127.0339540719507,37.61835861757374,127.02631143203993,0,0
235,420,37.55269036808139,127.13559877192569,37.55871994897191,127.17984767639238,0,1
236,420,37.61534418195454,127.06655313825601,37.616911477601896,127.06417599204913,0,1
237,420,37.533678156760445,127.13026650162672,37.56094437093855,127.0435485763452,0,0
238,420,37.50179889829706,127.10307288126549,37.54549833865875,127.14576303174783,0,0
239,420,37.596119284112326,127.09804302450802,37.53067265448089,127.11196124118472,0,0
240,420,37.502447009336855,127.09146353331967,37.49040683756106,126.78116593164347,0,0
241,420,37.55682046777927,127.14413804866231,37.550249735930024,127.17721546341197,0,1
242,420,37.50111217706938,127.08503837146552,37.48725363742068,126.77833569151221,0,1
243,420,37.51539793777673,127.1123248715566,37.558639357743,127.07879717146318,0,1
244,420,37.51410961844801,127.11847444851915,37.562014337935196,127.07679111042603,0,1
245,420,37.580919577495145,126.92200733193567,37.61388483580704,127.0268234868552,0,0
246,420,37.55455391080179,127.14314199428239,37.53162173776396,127.1445572317154,0,1
247,420,37.55236979832717,127.14250703203342,37.53528674804785,127.1456925615055,0,1
248,420,37.51506013809433,127.11440677004465,37.55948019844506,127.07408776874618,0,1
249,420,37.65224306086256,127.07701934415324,37.587657857742485,127.09694710209044,0,0
250,420,37.4687906877604,126.8935686813931,37.47402342756201,126.87108169192079,0,1
251,420,37.56448591752302,127.14088201348204,37.55380611034076,127.180215664903,0,0
252,420,37.661487102987294,127.05862050178446,37.569999544200726,126.97202409290662,0,1
253,420,37.673845563551836,127.06163097757225,37.57493387758232,126.99051904210096,0,1
254,420,37.62766640066345,127.02795866739012,37.659087257119815,127.0752719533241,0,0
255,420,37.651857805405925,127.06988787978175,37.53086166478574,127.14065022528484,0,1
256,420,37.655869767263795,127.06140612854338,37.53072085781169,127.14131823179773,0,1
257,420,37.54758061753857,126.94415615186865,37.561785024419244,126.97199004748065,0,1
258,420,37.66734103764748,127.07872055226836,37.576960768312354,126.9993974622058,0,1
259,420,37.54798060809875,127.14146023203304,37.55076462388895,127.14367436712975,0,1
260,420,37.55659713061279,127.02465989311676,37.55941515800058,127.03091199151233,0,1
261,420,37.5443026555494,127.12779693619804,37.497149337907274,127.03408287151282,0,1
262,420,37.49282532777375,127.14599863177621,37.58658676818856,126.9114232944533,0,0
263,420,37.533320778989925,127.12053340043232,37.53898802774416,127.14366061181674,0,1
264,420,37.53535950773227,127.11587063191178,37.50999711775305,127.0528856916883,0,1
265,420,37.48357612776482,127.12836372181594,37.528813617742294,127.11327953189586,0,1
266,420,37.49293911241071,127.13705365093487,37.556883497537626,126.93193909185084,0,1
267,420,37.54924651762116,126.86369105036596,37.61356749753014,126.95345727222757,0,0
268,420,37.55537475766783,126.92566478124387,37.59723086068281,126.94709182829844,0,1
269,420,37.4971555075976,126.95367574169316,37.55671135753429,126.95098298184108,0,0
270,420,37.55670277757238,126.93408711188793,37.56716953809789,126.98795751185578,0,0
271,420,37.53795621066437,126.84951415426185,37.52798639883004,126.90569172090498,0,1
272,420,37.543516157728064,127.08555083153017,37.6071282232007,126.91788854218957,0,1
273,420,37.60287702157598,127.01718632440567,37.52449837465033,126.83673282374453,0,1
274,420,37.535609736131285,126.98700296318034,37.50752833768814,126.9647535119206,0,1
275,420,37.53809357946775,126.96308684634589,37.53642703821712,127.14850432671211,0,1
276,420,37.54145867483754,127.09513226409486,37.544678417996415,127.069749852996,0,1
277,420,37.531539897455175,126.84907913173961,37.51841026670749,126.91257724002003,0,1
278,420,37.49689249623584,126.91626534289719,37.482092037797955,127.08005353254806,0,0
279,420,37.55934887767062,127.08151549185057,37.57015809842648,126.98321388195023,0,1
280,420,37.55909180767531,127.08409883183943,37.57025395707004,126.99710065470866,0,1
281,420,37.5590067577205,127.08449819205818,37.56981018297662,126.9829041678176,0,0
282,420,37.56227708773222,127.08438527200762,37.569388657587254,126.9885909319676,0,0
283,420,37.568877037718224,127.08157549201097,37.55665416772325,127.08302704198535,0,1
284,420,37.50716426759939,126.91342672180109,37.5581003257034,126.98533838567407,0,0
285,420,37.60077957289133,127.02909633534125,37.50439713369274,126.93625651954827,0,1
286,420,37.505112607572,126.90339848162243,37.51747868761831,126.90832473164363,0,1
287,420,37.54203839360967,126.9687825609955,37.56042230811569,126.98688433152574,0,1
288,420,37.68008498033465,127.04989656409734,37.56776492794016,126.9770781110983,0,1
289,420,37.54879190761013,126.92131018159108,37.59175668613115,126.94472961744842,0,1
290,420,37.48364883759204,126.93641765155596,37.54400843090616,126.96354960699841,0,1
291,420,37.58580885751558,126.95041913191957,37.452936947658806,126.90487345173288,0,0
292,420,37.49680595007047,126.93193873046918,37.508285997618174,126.96217373191841,0,1
293,420,37.61691314550315,126.9068822424714,37.62626885745407,126.91225158191789,0,1
294,420,37.5902111775521,126.941153271816,37.61978543703653,126.93110350690108,0,1
295,420,37.470336087792894,127.04076505123602,37.60583963766979,127.10045107204135,0,1
296,420,37.49064722062692,126.95862418949042,37.50937742740138,127.05872593087643,0,1
297,420,37.55470771628891,126.96736194813795,37.562216053156995,126.9826550082285,0,1
298,420,37.47647803139007,126.98094324242903,37.52018659788866,126.96833069205468,0,1
299,420,37.656073757594456,127.07601473211353,37.530903257784104,127.14183223182955,0,0
300,420,37.472132777595846,126.921171531662,37.5789860021782,127.00616363128286,0,1
301,420,37.496990327560326,126.93342048168937,37.5083295182311,126.96339253025705,0,0
302,420,37.670084361651874,127.04380481368305,37.602723036626365,126.91276149706525,0,1
303,420,37.61327645745579,126.9082165819201,37.612583657550466,126.90870317199537,0,1
304,420,37.576469736223586,127.03435424917186,37.64959427756213,127.03633326205355,0,1
305,420,37.489870637658996,126.85181535158809,37.56104273844759,126.89265529362281,0,1
306,420,37.59684805751546,126.91689903192979,37.57582387856391,126.89617790172245,0,1
307,420,37.56862865227543,126.86046388700677,37.54385257630691,126.88676650061456,0,1
308,420,37.48037064472707,126.83893607662704,37.75603316409597,127.0317949323174,0,1
309,420,37.56370063836893,126.85016593337495,37.54313593484451,126.90390337049737,0,1
310,420,37.57640084760146,126.9591346319625,37.55557460753577,126.94653348185464,0,0
311,420,37.574745215632774,126.96025124684726,37.54609029193846,126.94586704797254,0,1
312,420,37.5681823666815,126.84953461607279,37.48071861786307,126.88745743288135,0,1
313,420,37.58303475806965,127.0181335832258,37.57966095652065,126.97045196651969,0,1
314,420,37.59828606926599,127.02243350645999,37.53063037779045,127.14250925219837,0,0
315,420,37.57441778041545,127.02784957199088,37.587840865483585,127.05641835814707,0,1
316,420,37.575143137717404,127.03177977191662,37.64953209758358,127.03582114194566,0,1
317,420,37.568787719728476,126.8490670366288,37.56106697754788,126.843479911848,0,1
318,420,37.55998568508472,126.8306782340646,37.555961857798664,126.93724678185333,0,1
319,420,37.50389158801558,126.99254789717723,37.478379827496575,126.85001230158518,0,1
320,420,37.563276837528875,126.94113291182654,37.56799071757586,126.98756482188368,0,1
321,420,37.594013110643345,126.96389867563886,37.58060002878376,127.01908434631122,0,1
322,420,37.59829695748625,126.92417678189926,37.57773331755951,126.89295423154822,0,1
323,420,37.56227095740999,126.81464377187237,37.55900306933415,126.9285838207772,0,1
324,420,37.553081617417554,126.81343910171175,37.52524336800669,126.90726626094107,0,1
325,420,37.49404133783141,127.12503299163956,37.640267657632776,127.01177258228651,0,1
326,420,37.504298849694045,126.86415537765737,37.51437269522657,126.85919059976493,0,1
327,420,37.49788368955932,126.86496882641457,37.6036388272431,126.92600555057086,0,1
328,420,37.53152474848406,126.90680258279018,37.50772885775744,127.08639558176345,0,1
329,420,37.560210825234044,126.85043496687986,37.57115742217518,126.9856691376318,0,1
330,420,37.521880947505814,126.89575775170574,37.46499625764733,126.91866073103535,0,1
331,420,37.56449351741119,126.81518052181018,37.521066110997985,126.90149778556557,0,0
332,420,37.50881420593621,126.86593917905347,37.576043156483514,126.8650702367144,0,1
333,420,37.632040668442365,126.92513541886973,37.540329777562285,126.96252725186969,0,1
334,420,37.49456757777559,127.13782177194923,37.63782902780996,127.00890093310501,0,0
335,420,37.46725465919691,127.0213590501234,37.51127119883844,127.11281214643203,0,1
336,420,37.56012334624507,126.84776025248222,37.530354202112555,127.14111581109914,0,1
337,420,37.51768383783383,126.86498319128286,37.58318072495291,127.0049962073117,0,1
338,420,37.563238557574316,126.81386221204681,37.52221920750257,126.90519697815812,0,1
339,420,37.50544807524024,126.87040182967853,37.57746372695756,126.89567952418241,0,0
340,420,37.582803524696224,126.9234644416919,37.552646197524176,126.9159345919109,0,1
341,420,37.53809558065308,126.961090431244,37.529535629550395,127.14387813231104,0,1
342,420,37.57640089810646,126.91156782875898,37.58811989768136,126.94489123231567,0,0
343,420,37.562520007917605,126.93740049362343,37.52352049842127,127.05437925092363,0,1
344,420,37.605868634228344,127.09279178071114,37.54144152176245,127.07571358252592,0,0
345,420,37.55963349754037,126.92718329183026,37.554523757505436,126.90160131174785,0,1
346,420,37.57542230764986,127.08140903198473,37.58712961772312,127.10037749200269,0,1
347,420,37.4826132871331,127.04663260328911,37.503766850833706,127.00904498946952,0,1
